block_id	transaction_hash	index	time	value	value_usd	recipient	type	script_hex	is_from_coinbase	is_spendable
839401	127586497b59ba8675d178199375f48c127ef41e19edbcf6f03461f1ed23de44	1	2024-04-16 00:00:28	23151	14.6935	bc1qmc7uplyrv0jzpy32g469t3m3z3vhucqcfyxc52	witness_v0_scripthash	0014de3dc0fc8363e420922a457455c77114597e6018	0	-1
839401	5d22906df2aa2716b7981ccf87d3d9423d8cad0d0a85ef89028883627974034a	0	2024-04-16 00:00:28	78070	49.5495	bc1q35prm3lzu7fw869wrgum9pku6ea2gsas7vwqa8	witness_v0_scripthash	00148d023dc7e2e792e3e8ae1a39b286dcd67aa443b0	0	-1
839401	3d2503000ef152a77ba2739e884cf78dcb672f0423b2578ceb414559eaab624b	0	2024-04-16 00:00:28	189518	120.2833	bc1qgks4y5348p6fvv3y509dde2e0zksmrnuhem079	witness_v0_scripthash	001445a15252353874963224a3cad6e55978ad0d8e7c	0	-1
839401	3d2503000ef152a77ba2739e884cf78dcb672f0423b2578ceb414559eaab624b	1	2024-04-16 00:00:28	3321246	2107.9285	bc1q4jk6lzvwruzkdgm73jd7sjz6csv0yyj54l4fgh	witness_v0_scripthash	0014acadaf898e1f0566a37e8c9be8485ac418f21254	0	-1
839401	2a27e154b0a196cb8ff3c4735920d52d33bdb44f83404f816a4c8a5a5452da4c	0	2024-04-16 00:00:28	3237908	2055.0354	bc1q0q34ua0hcu7eklzzx5t8fuemqmcq6m2n0yw64m	witness_v0_scripthash	001478235e75f7c73d9b7c42351674f33b06f00d6d53	0	-1
839401	73c7d3b4a2dbfe2374586912f45a1aa47ccd00fdba6989131a07809a9b389451	0	2024-04-16 00:00:28	108083	68.5981	1EQrNcZFjiNwZ9dvtZgd42CJ7etUYsYzx4	pubkeyhash	76a914931c6aa09f390c4ac5841b03efa1579adb1ad7ce88ac	0	-1
839401	c1d91fa87e1d2aeef5ae27ce68621ae499d187df4b006e4a0b5a6cb8c381f052	0	2024-04-16 00:00:28	142723	90.5834	bc1qvgd7w8z7xkgmzah807ydumfw7du5huj3wt7nlk	witness_v0_scripthash	0014621be71c5e3591b176e77f88de6d2ef3794bf251	0	-1
839401	609fa50fd9ae5fdff1be4d75518417cb6b8acc3384021f869ee2409ad47d5c55	0	2024-04-16 00:00:28	315188	200.0435	3GepaYEfTxvCv59LHoF5i8HB6aog2ZmULj	scripthash	a914a41f95a757f04e97b7e1df3bf03fa11dcc1508fe87	0	-1
839401	609fa50fd9ae5fdff1be4d75518417cb6b8acc3384021f869ee2409ad47d5c55	1	2024-04-16 00:00:28	5055328	3208.5156	bc1qyv4rm7rnm3mxn6sggcvdvldkaxc0jn8pgrfynz	witness_v0_scripthash	0014232a3df873dc7669ea084618d67db6e9b0f94ce1	0	-1
839401	2ee2e9d5e94a802a87c3e864977856fe1838837a65221c65395da545651e8658	0	2024-04-16 00:00:28	1206187	765.5428	bc1qnm6ecrylyp26u63llqe936eds737xg973rx44a	witness_v0_scripthash	00149ef59c0c9f2055ae6a3ff83258eb2d87a3e320be	0	-1
